,Compound,Date,Negative,Neutral,Positive,Text,User
138,0.0,Wed Mar 28 21:20:38 +0000 2018,1.0,0.0,0.0,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/HLBbE15VgU",@CNN
139,0.3612,Wed Mar 28 21:11:01 +0000 2018,0.884,0.0,0.116,TESS the planet hunter is getting ready to launch next month. The Transiting Exoplanet Survey Satellite is NASA's n… https://t.co/IjwXc4IsiY,@CNN
140,0.4767,Wed Mar 28 21:02:45 +0000 2018,0.837,0.0,0.163,"Sen. Kennedy on what he'd ask Zuckerberg: ""Is it a fair bargain for me to give up all my personal data to Facebook,… https://t.co/yxDzoJoacU",@CNN
141,0.0,Wed Mar 28 20:48:51 +0000 2018,1.0,0.0,0.0,"If you were running for President, would you have your deputy campaign manager speak to a former Russian intelligen… https://t.co/DjjDdZY1fC",@CNN
142,0.3182,Wed Mar 28 20:35:03 +0000 2018,0.638,0.132,0.23,"A generation ago, Republicans focused on reforming the nation's safety net by requiring poor mothers to work. Now,… https://t.co/vaMFi5ajZD",@CNN
143,0.0,Wed Mar 28 20:31:05 +0000 2018,1.0,0.0,0.0,"13,000-year-old footprints were found off the Canadian coast https://t.co/Yq3Ijx9hnL https://t.co/vonY3PKKWB",@CNN
144,0.6808,Wed Mar 28 20:26:19 +0000 2018,0.752,0.0,0.248,"Vice President Mike Pence's hometown of Columbus, Indiana, plans to hold its first LGBT Pride Festival next month… https://t.co/EML8EDzuby",@CNN
145,0.3612,Wed Mar 28 20:18:28 +0000 2018,0.857,0.0,0.143,"RT @TheLeadCNN: President Trump in December, 2017: “I don’t want to talk about pardons of Michael Flynn yet, we’ll see what happens, let’s…",@CNN
146,-0.6705,Wed Mar 28 20:13:55 +0000 2018,0.744,0.256,0.0,"A lawsuit alleging that gifts from foreign governments to President Trump may be illegal can go forward, a federal… https://t.co/yA2asY7QE0",@CNN
147,0.6486,Wed Mar 28 20:06:30 +0000 2018,0.823,0.0,0.177,"People may have snickered at President Trump's call for a US ""space force,"" but ""the laughter masks the fact that t… https://t.co/5SF9c5JyI1",@CNN
148,0.25,Wed Mar 28 20:05:27 +0000 2018,0.621,0.155,0.224,"RT @CNNMoney: Nasdaq drops nearly 1% on tech slump. Dow inches lower, giving up early gains. Tesla tumbles 8%, Amazon loses 4%. https://t.c…",@CNN
149,0.4404,Wed Mar 28 20:02:52 +0000 2018,0.879,0.0,0.121,A majority of Democratic voters in New York City believe Gov. Andrew Cuomo would be better for the city than his pr… https://t.co/8T7hHOJQ9t,@CNN
150,0.0,Wed Mar 28 19:59:54 +0000 2018,1.0,0.0,0.0,"RT @CNNnewsroom: ""President Trump is not the same as the Donald Trump from 12 years ago, and so we can't try to make a comparison between t…",@CNN
151,0.5719,Wed Mar 28 19:56:39 +0000 2018,0.81,0.0,0.19,A federal judge approved $75 million worth of loans to Remington so the company can keep making guns as it works th… https://t.co/XXNzhHcujS,@CNN
152,0.4588,Wed Mar 28 19:50:43 +0000 2018,0.85,0.0,0.15,Most world leaders visiting other countries make a grand entrance by stepping off a large jet. North Korean leader… https://t.co/ChgciHqyBu,@CNN
153,-0.296,Wed Mar 28 19:37:33 +0000 2018,0.804,0.196,0.0,Why Trump country is worried about Trump's tariffs https://t.co/mJZHMYxLYj https://t.co/JYL14Rea3j,@CNN
154,0.34,Wed Mar 28 19:26:34 +0000 2018,0.87,0.0,0.13,"13,000-year-old footprints were found off the coast of a Canadian island, giving researchers insight into life duri… https://t.co/bJEFqwFXAk",@CNN
155,0.296,Wed Mar 28 19:11:16 +0000 2018,0.891,0.0,0.109,"President Trump's lawyer John Dowd floated the idea of presidential pardons for Paul Manafort and Michael Flynn, Th… https://t.co/KByVdSCtVj",@CNN
156,0.0772,Wed Mar 28 19:05:40 +0000 2018,0.933,0.0,0.067,"RT @CNNnewsroom: Perhaps President Trump is secretly thinking, 'I want [Michael Avenatti] as my lawyer'"" - constitutional attorney Page Pat…",@CNN
157,0.0,Wed Mar 28 19:01:48 +0000 2018,1.0,0.0,0.0,Ireland will hold a referendum on May 25 on whether abortion should be legalized https://t.co/mrdrnzvUu8,@CNN
158,0.128,Wed Mar 28 18:57:56 +0000 2018,0.894,0.0,0.106,"RT @CNNPolitics: Sarah Sanders says specific instances of the police using deadly force are a ""local matter"" but that they want to make sur…",@CNN
159,-0.1779,Wed Mar 28 18:54:59 +0000 2018,0.737,0.124,0.138,White House press secretary Sarah Sanders: “We've put out a number of solutions to fix the DACA problem. Democrats… https://t.co/O7nnEV5sJO,@CNN
160,0.0,Wed Mar 28 18:53:35 +0000 2018,1.0,0.0,0.0,RT @CNNPolitics: White House press secretary Sarah Sanders deflects a question about a New York Times report that Trump’s lawyer John Dowd…,@CNN
161,-0.6369,Wed Mar 28 18:49:05 +0000 2018,0.811,0.189,0.0,Asked about the President's reaction after Louisiana's decision not to charge the officers who fatally shot Alton S… https://t.co/QQTKf6os8i,@CNN
162,0.0,Wed Mar 28 18:47:53 +0000 2018,1.0,0.0,0.0,"China's military put on a show of force in the South China Sea, new satellite images show, with drills at sea and i… https://t.co/N85diPGDYY",@CNN
163,0.0,Wed Mar 28 18:34:24 +0000 2018,1.0,0.0,0.0,President Trump says on Twitter that Chinese President Xi Jinping told him that his meeting with North Korean dicta… https://t.co/lZWjNbrGgO,@CNN
164,0.1027,Wed Mar 28 18:21:08 +0000 2018,0.928,0.0,0.072,The Academy of Motion Picture Arts and Sciences has cleared its president of an allegation of sexual harassment… https://t.co/3XKpRdI5lG,@CNN
165,0.0,Wed Mar 28 18:17:46 +0000 2018,1.0,0.0,0.0,"Sarah Sanders holds the White House press briefing. Watch CNN: https://t.co/UYpqI3w42L

Follow live updates:… https://t.co/vBDGbXTzAz",@CNN
166,-0.7845,Wed Mar 28 18:08:02 +0000 2018,0.639,0.361,0.0,A lawsuit that accuses President Trump of taking illegal gifts from foreign governments through his family's busine… https://t.co/SXASep2Xru,@CNN
167,0.0,Wed Mar 28 17:57:38 +0000 2018,1.0,0.0,0.0,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/GOja5c0gMM https://t.co/UUx3RLYVid,@CNN
168,0.1531,Wed Mar 28 17:43:37 +0000 2018,0.918,0.0,0.082,A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter… https://t.co/LjKe92qgbw,@CNN
169,0.0,Wed Mar 28 17:29:31 +0000 2018,1.0,0.0,0.0,"Donations to the NRA tripled in the weeks after the February 14 school shooting in Parkland, Florida https://t.co/UjFiYo7Goz",@CNN
170,0.0,Wed Mar 28 17:16:26 +0000 2018,1.0,0.0,0.0,Here's how to file for an extension on your 2017 taxes https://t.co/kcrFFyLZrw,@CNN
171,-0.2732,Wed Mar 28 17:02:02 +0000 2018,0.884,0.116,0.0,A Pennsylvania judge threw out involuntary manslaughter charges against 11 members of a Penn State fraternity in th… https://t.co/XoBKqZRHvf,@CNN
172,0.4215,Wed Mar 28 16:50:12 +0000 2018,0.865,0.0,0.135,"The first meeting of Trump's school safety commission, formed after the Parkland school shooting, will not be open… https://t.co/MxlHWRwbLn",@CNN
173,0.0,Wed Mar 28 16:39:30 +0000 2018,1.0,0.0,0.0,This 21-year-old journalist is Pakistan's first transgender news anchor https://t.co/SKTfuDvGE4 https://t.co/4Fwpgnvaf2,@CNN
174,0.4939,Wed Mar 28 16:26:15 +0000 2018,0.814,0.0,0.186,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/74OVxcGGqy https://t.co/EpV2rUWHIM,@CNN
175,-0.5574,Wed Mar 28 16:16:20 +0000 2018,0.841,0.159,0.0,A New York City lawmaker has introduced a bill that would make it illegal for businesses to email or instant messag… https://t.co/wUHqQmh8yw,@CNN
176,-0.34,Wed Mar 28 16:02:13 +0000 2018,0.87,0.13,0.0,Officials are opening an arson investigation into a fire that began Monday at Joshua Tree National Park… https://t.co/f2Hae37YfK,@CNN
177,0.0,Wed Mar 28 15:50:10 +0000 2018,1.0,0.0,0.0,"Planned Parenthood is facing a backlash after one of its branches tweeted, and then deleted, a post suggesting Disn… https://t.co/18BAjdclrA",@CNN
178,0.25,Wed Mar 28 15:42:17 +0000 2018,0.917,0.0,0.083,"As the Stormy Daniels saga plays out in the news, Trump hasn't held a public event at the White House all week, and… https://t.co/x7rJ4VexWW",@CNN
179,0.0,Wed Mar 28 15:33:58 +0000 2018,1.0,0.0,0.0,"Australia just released its report on an investigation into mesh implants that left some women with ""rotting pelvis… https://t.co/SiUOmyOiY6",@CNN
180,0.7184,Wed Mar 28 15:23:04 +0000 2018,0.714,0.0,0.286,The amazing turnaround for BlackBerry continues: Shares were up early Wednesday after the company reported earnings… https://t.co/Fve8YzCdOn,@CNN
181,-0.128,Wed Mar 28 15:15:22 +0000 2018,0.93,0.07,0.0,"Here are some of the things US taxpayers are getting for their $700 billion military budget:
-F-35 Joint Strike Fig… https://t.co/cos7DJW790",@CNN
182,0.0,Wed Mar 28 15:01:14 +0000 2018,1.0,0.0,0.0,Former Sen. Rick Santorum says he misspoke earlier this week when suggesting that students should learn CPR instead… https://t.co/pxqONULrqK,@CNN
183,0.0,Wed Mar 28 14:50:00 +0000 2018,1.0,0.0,0.0,CNN's Anderson Cooper will host a town hall with former FBI Director James Comey on April 25 https://t.co/6ggD8uNOTw https://t.co/rlGXRvofuu,@CNN
184,0.4215,Wed Mar 28 14:42:43 +0000 2018,0.602,0.157,0.241,"Restaurant partnerships with third parties like GrubHub and Uber Eats come with serious risks, including shrinking… https://t.co/N56AFeexmv",@CNN
185,0.0,Wed Mar 28 14:32:23 +0000 2018,1.0,0.0,0.0,Of course Trump was going to seize on the far-fetched Second Amendment repeal idea | Analysis by @zbyronwolf https://t.co/LfQhvCLmCn,@CNN
186,0.34,Wed Mar 28 14:16:30 +0000 2018,0.888,0.0,0.112,"Former sheriff Joe Arpaio suggested that he would, if elected to the Senate, revive the debunked ""birther"" claim th… https://t.co/3DH2q0N76n",@CNN
187,0.0,Wed Mar 28 14:04:15 +0000 2018,1.0,0.0,0.0,A data-crunching firm co-founded by Facebook board member Peter Thiel is investigating links between one of its emp… https://t.co/X3tVZjl0OC,@CNN
188,-0.7579,Wed Mar 28 13:51:17 +0000 2018,0.711,0.289,0.0,Two designers of a massive waterslide in Kansas have been charged with second-degree murder in connection with the… https://t.co/SujkSD20zo,@CNN
189,0.0,Wed Mar 28 13:38:58 +0000 2018,1.0,0.0,0.0,"The internet is burning with theories about ""Bite-gate"" after Tiffany Haddish said an actress bit Beyoncé last Dece… https://t.co/BPNAjJHFFp",@CNN
190,-0.4019,Wed Mar 28 13:27:16 +0000 2018,0.803,0.197,0.0,Here's an unheard-of problem: The US President can't find a laywer https://t.co/UTnhdFZ3yj https://t.co/rDX2NTATUQ,@CNN
191,0.4215,Wed Mar 28 13:16:02 +0000 2018,0.781,0.0,0.219,Facebook is making its privacy settings easier to find https://t.co/SCyngOIRup https://t.co/HLTAddbhgn,@CNN
192,-0.4588,Wed Mar 28 13:04:28 +0000 2018,0.857,0.143,0.0,Facebook isn't the only big internet business whose stock is taking a beating — China's biggest tech stock is getti… https://t.co/1tIMEEB5qI,@CNN
193,0.0,Wed Mar 28 12:52:25 +0000 2018,1.0,0.0,0.0,"Sen. John McCain is penning ""his most personal book in years"" that will offer ""his no-holds-barred opinions on the… https://t.co/IpyMM8t0E9",@CNN
194,-0.5106,Wed Mar 28 12:41:05 +0000 2018,0.829,0.171,0.0,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/UYuQYgCm1t",@CNN
195,0.0,Wed Mar 28 12:29:39 +0000 2018,1.0,0.0,0.0,Stormy Daniels' attorney has filed a motion in federal court seeking to depose President Donald Trump and his lawye… https://t.co/kshk7QvYq8,@CNN
196,0.0,Wed Mar 28 12:18:08 +0000 2018,1.0,0.0,0.0,A citizenship question on the 2020 Census could prompt a blank response from non-citizens https://t.co/UWVTK1QP2c https://t.co/QIB4wkq2Ry,@CNN
197,0.0,Wed Mar 28 12:07:09 +0000 2018,1.0,0.0,0.0,China throws Trump a curveball ahead of his meeting with Kim https://t.co/l7oSpihm9g,@CNN
198,-0.34,Wed Mar 28 11:56:15 +0000 2018,0.595,0.244,0.161,The UK's biggest left-wing party is mired in an antisemitism crisis https://t.co/5E7sGUcAms,@CNN
199,-0.4019,Wed Mar 28 11:46:03 +0000 2018,0.769,0.231,0.0,An unheard-of problem: The President can't find a lawyer https://t.co/5b8ZDhUgJh https://t.co/l0Q9dGmYI5,@CNN
200,-0.5994,Thu Mar 29 01:00:01 +0000 2018,0.837,0.163,0.0,"In the wake of the shooting death of Stephon Clark by Sacramento police, the city's mayor said Wednesday that ""impl… https://t.co/mgMxp12XY4",@CBSNews
201,0.0,Thu Mar 29 00:47:02 +0000 2018,1.0,0.0,0.0,"""One source framed [Hope Hicks] as someone who keeps the White House from fracturing and that people are underestim… https://t.co/1RP3Hvx7AR",@CBSNews
202,-0.5423,Thu Mar 29 00:40:01 +0000 2018,0.844,0.156,0.0,Feds launch manhunt for prisoner who escaped JFK airport just before he was going to be deported to Senegal.… https://t.co/MjpqF1VGzo,@CBSNews
203,0.4939,Thu Mar 29 00:20:01 +0000 2018,0.814,0.0,0.186,Researcher who inspired Cambridge Analytica's data harvesting says era of privacy is over. https://t.co/Z7ifs0B3SK https://t.co/YAx0C8k7JU,@CBSNews
204,0.5423,Thu Mar 29 00:00:01 +0000 2018,0.851,0.0,0.149,White House has renewed optimism with North Korea after Kim Jong Un met with Chinese President Xi Jinping in Beijin… https://t.co/2GpNTtfapt,@CBSNews
205,0.6124,Wed Mar 28 23:45:30 +0000 2018,0.714,0.0,0.286,"""It's a dream come true."" Fabiano Caruana became the first American to reach a World Chess Championship since Bobby… https://t.co/IToRNpacMl",@CBSNews
206,-0.5423,Wed Mar 28 23:33:56 +0000 2018,0.821,0.179,0.0,@CBSNews “The abrupt dismissal of Secretary Shulkin is a troubling step in the Trump Administration’s ultimate goal… https://t.co/rpIbkkEHFd,@CBSNews
207,-0.4215,Wed Mar 28 23:20:30 +0000 2018,0.691,0.211,0.098,Atlanta was warned months before a recent cyberattack that its IT systems could easily come under attack if they we… https://t.co/xR17NCf0Xc,@CBSNews
208,-0.7717,Wed Mar 28 23:04:04 +0000 2018,0.606,0.32,0.074,"Federal agents are hunting a prisoner described as a ""violent deportee"" who made a dramatic escape at JFK airport.… https://t.co/ioZpxtptjR",@CBSNews
209,0.6124,Wed Mar 28 23:01:53 +0000 2018,0.783,0.0,0.217,"Facebook controlled its privacy settings, making it easier for users to control what they share and to delete perso… https://t.co/JMSjHC1Iqy",@CBSNews
210,0.8176,Wed Mar 28 23:00:02 +0000 2018,0.691,0.0,0.309,"Mike Pence's hometown set to host its first ever gay pride festival, thanks to the efforts of an Indiana high schoo… https://t.co/a2taWz271v",@CBSNews
211,0.0,Wed Mar 28 22:57:30 +0000 2018,1.0,0.0,0.0,"RT @CBSEveningNews: Pilots in two different planes, one a Learjet, the other an American Airlines jet, reported seeing a mysterious object…",@CBSNews
212,-0.34,Wed Mar 28 22:57:15 +0000 2018,0.897,0.103,0.0,"""He told a fellow student, don't come to school on May 1st because I'm going to shoot up the school."" A foreign exc… https://t.co/kpWmIWsWd0",@CBSNews
213,-0.4767,Wed Mar 28 22:50:49 +0000 2018,0.866,0.134,0.0,San Francisco police say it started as a hatchet attack and turned deadly when a group of people were mowed down by… https://t.co/ILXunut2qf,@CBSNews
214,0.3182,Wed Mar 28 22:46:57 +0000 2018,0.887,0.0,0.113,"The White House remains ""cautiously optimistic"" about @POTUS meeting with Kim Jong Un after the secret Beijing meet… https://t.co/grkJacTUWZ",@CBSNews
215,0.7003,Wed Mar 28 22:42:03 +0000 2018,0.707,0.0,0.293,Special counsel Robert Mueller revealed a link between the Trump campaign and Russian intelligence. @PaulaReidCBS r… https://t.co/94mNwXODqP,@CBSNews
216,-0.34,Wed Mar 28 22:38:16 +0000 2018,0.888,0.112,0.0,"@CBSNews ""Shulkin came under fire after an inspector general report in February found he used taxpayer money to pur… https://t.co/8hUf3gqogP",@CBSNews
217,0.3182,Wed Mar 28 22:34:51 +0000 2018,0.887,0.0,0.113,"Secretary of VA David Shulkin is being replaced by Admiral Ronny Jackson, White House physician for President Obama… https://t.co/JqLIWuuUkJ",@CBSNews
218,0.0,Wed Mar 28 22:15:01 +0000 2018,1.0,0.0,0.0,The Department of Justice's internal watchdog announced it will review the DOJ and FBI's compliance with the law an… https://t.co/6IQY8PaRdQ,@CBSNews
219,-0.8658,Wed Mar 28 22:00:02 +0000 2018,0.553,0.447,0.0,"One dead, four injured in hit-and-run in San Francisco following a dispute, police say. https://t.co/9rWGVNBwHX https://t.co/2Cnbx7mPNX",@CBSNews
220,-0.4019,Wed Mar 28 21:57:02 +0000 2018,0.837,0.163,0.0,"@CBSNews ""A bunch of other cabinet secretaries who have been given warnings. But also, the West Wing shakeups of a… https://t.co/KWCE2GHA27",@CBSNews
221,0.1154,Wed Mar 28 21:51:30 +0000 2018,0.932,0.0,0.068,"@CBSNews ""I don't think people are surprised, but people are taken aback yet again that the president has once agai… https://t.co/AHGat6N64O",@CBSNews
222,-0.4767,Wed Mar 28 21:46:00 +0000 2018,0.86,0.14,0.0,"@CBSNews MORE: On March 14, @MajorCBS reported that Shulkin's job was ""in jeopardy due to continued fallout from tr… https://t.co/k82VoTjLOU",@CBSNews
223,0.0,Wed Mar 28 21:43:31 +0000 2018,1.0,0.0,0.0,"JUST IN: Secretary David Shulkin is out at Department of Veterans Affairs, according to tweet from Pres. Trump; Shu… https://t.co/WDHc9db1K4",@CBSNews
224,-0.6808,Wed Mar 28 21:17:24 +0000 2018,0.644,0.265,0.091,"Sacramento mayor: ""Implied racism is an undeniable factor in the way these sorts of tragedies play out...all of us… https://t.co/rrdqbxNxOk",@CBSNews
225,-0.802,Wed Mar 28 21:00:45 +0000 2018,0.714,0.286,0.0,Wednesday marks the 39th anniversary of the nuclear power accident at Three Mile Island -- the worst nuclear accide… https://t.co/aMZRsm2IC7,@CBSNews
226,0.0516,Wed Mar 28 20:45:01 +0000 2018,0.781,0.104,0.115,"""Inaction is unacceptable."" All 22 female senators urge Senate leadership to begin debating legislation helping peo… https://t.co/QhBk0Bm108",@CBSNews
227,0.6249,Wed Mar 28 20:30:01 +0000 2018,0.758,0.0,0.242,"Since 2006, Facebook has repeatedly promised to safeguard users' data through redesigns and by putting privacy cont… https://t.co/5UIOrXkIVU",@CBSNews
228,-0.2263,Wed Mar 28 20:15:01 +0000 2018,0.909,0.091,0.0,A federal judge is allowing the state of Maryland and the District of Columbia to partially proceed in a lawsuit ac… https://t.co/Kx5zlbq1SZ,@CBSNews
229,0.2732,Wed Mar 28 19:55:36 +0000 2018,0.909,0.0,0.091,Kim Jong Un's surprise visit to China was the first time the North Korean leader had left the country since assumin… https://t.co/KNQtFfSutH,@CBSNews
230,0.0,Wed Mar 28 19:50:39 +0000 2018,1.0,0.0,0.0,"A group of 40 Wisconsin students trekked 50 miles from Madison to House Speaker Paul Ryan's hometown of Janesville,… https://t.co/CSKOzJhf70",@CBSNews
231,-0.2732,Wed Mar 28 19:35:01 +0000 2018,0.905,0.095,0.0,"""I don't think people realize what's about to happen once she leaves."" White House staffers are nervous over the de… https://t.co/AWTt6aCBow",@CBSNews
232,0.0,Wed Mar 28 19:20:25 +0000 2018,1.0,0.0,0.0,"The reboot of ""Roseanne"" nabbed stellar ratings on Tuesday night, with 18.2 million viewers tuning in. The show, wh… https://t.co/wiT5t9MlP0",@CBSNews
233,-0.4019,Wed Mar 28 19:00:51 +0000 2018,0.87,0.13,0.0,"""Spielburgers"" are the new Steven Spielberg-inspired burgers by fast food chain Carl's Jr. One problem with the pla… https://t.co/y8EfrkWn9z",@CBSNews
234,0.3818,Wed Mar 28 18:40:48 +0000 2018,0.885,0.0,0.115,"@CBSNews ""I think we should do everything we can to protect the people of this country. I think the president, whet… https://t.co/3NWHYR63f4",@CBSNews
235,0.6124,Wed Mar 28 18:35:40 +0000 2018,0.76,0.0,0.24,"@CBSNews ""Certainly we want to make sure that all law enforcement is carrying out the letter of the law. The presid… https://t.co/qM7j2NeL52",@CBSNews
236,-0.1531,Wed Mar 28 18:31:56 +0000 2018,0.72,0.131,0.148,"""Certainly a terrible incident. It is something that is a local matter, something we feel should be left up to loca… https://t.co/UeqvSaoBBr",@CBSNews
237,0.0258,Wed Mar 28 18:26:36 +0000 2018,0.945,0.0,0.055,"@CBSNews ""As I said, a statement from the president's attorney at the White House on these matters has said there i… https://t.co/wBHRkOS4oW",@CBSNews
238,-0.296,Wed Mar 28 18:23:00 +0000 2018,0.896,0.104,0.0,@CBSNews Q: Is the White House worried about what Michael Fynn or Paul Manafort might to tell Robert Mueller?… https://t.co/Iu55LTOHfn,@CBSNews
239,0.1027,Wed Mar 28 18:20:53 +0000 2018,0.814,0.085,0.101,"""I would refer you back to the statement from Ty Cobb, in which he said, '... that no partners are under discussion… https://t.co/yn8dY7J8T3",@CBSNews
240,0.0,Wed Mar 28 18:14:30 +0000 2018,1.0,0.0,0.0,White House holds press briefing as news of North Korean leader Kim Jong Un's trip to China spreads.… https://t.co/r6RLDvhcKB,@CBSNews
241,-0.2732,Wed Mar 28 18:00:03 +0000 2018,0.688,0.178,0.134,Pope Francis invited a boy with Down syndrome who survived cancer onto his popemobile during a visit to the Vatican… https://t.co/A5yIQtBhQ7,@CBSNews
242,0.0,Wed Mar 28 17:51:24 +0000 2018,1.0,0.0,0.0,"HAPPENING NOW: Students arrive in House Speaker Paul Ryan’s hometown Janesville, Wisconsin, after marching 50 miles… https://t.co/zgdPDZNHd7",@CBSNews
243,-0.5563,Wed Mar 28 17:45:01 +0000 2018,0.834,0.166,0.0,"An 8-year-old boy with a very sick father penned a letter to President Trump just before Christmas, asking for help… https://t.co/4ZoliegaQL",@CBSNews
244,0.0,Wed Mar 28 17:20:01 +0000 2018,1.0,0.0,0.0,An immigration detainee about to be deported to Senegal escaped custody at New York's JFK Airport and fled in a tax… https://t.co/UOISJJnowm,@CBSNews
245,0.128,Wed Mar 28 17:01:01 +0000 2018,0.786,0.096,0.118,"Police in Florida are looking for a missing dad who owes $500,000 in child support last seen paddleboarding in ocea… https://t.co/aNL2mJsWS9",@CBSNews
246,0.1779,Wed Mar 28 16:45:55 +0000 2018,0.495,0.223,0.283,"A boy with down syndrome who is a cancer survivor had his wish fulfilled when Pope Francis stopped his popemobile,… https://t.co/Eqg2DypLum",@CBSNews
247,-0.6705,Wed Mar 28 16:31:29 +0000 2018,0.809,0.191,0.0,"The brother of Stephon Clark, who was killed earlier this month by police in Sacramento, disrupted a forum to discu… https://t.co/Yr9qowVqJx",@CBSNews
248,-0.6705,Wed Mar 28 16:15:01 +0000 2018,0.727,0.273,0.0,5 killed after car plunges off cliff along California's Pacific Coast Highway: https://t.co/QWhFTi3CyA https://t.co/UO7oL3stVM,@CBSNews
249,-0.1027,Wed Mar 28 16:01:01 +0000 2018,0.903,0.097,0.0,Facebook says it'll pay you to report third-party apps that misuse data: https://t.co/Khudn2TU3e https://t.co/AcyYWz0wyV,@CBSNews
250,0.0,Wed Mar 28 15:45:01 +0000 2018,1.0,0.0,0.0,"Sen. John McCain ""holds nothing back"" in his new memoir that will be released in May, his publisher says:… https://t.co/sAUDYDKGE8",@CBSNews
251,0.1531,Wed Mar 28 15:30:02 +0000 2018,0.904,0.0,0.096,"Americans have grown increasingly polarized in their views on global warming, according to a new poll… https://t.co/TJQJhtVCSQ",@CBSNews
252,-0.4404,Wed Mar 28 15:15:01 +0000 2018,0.828,0.172,0.0,"Actor Corey Feldman claims he was stabbed in Los Angeles, authorities say; police investigating:… https://t.co/P8k3mfV67u",@CBSNews
253,0.4939,Wed Mar 28 14:55:39 +0000 2018,0.849,0.0,0.151,"Stormy Daniels' attorney Michael Avenatti is confident in his motion to depose President Trump, saying it relies on… https://t.co/kEq5bGOgxE",@CBSNews
254,0.4767,Wed Mar 28 14:35:01 +0000 2018,0.846,0.0,0.154,"Paul Manafort and Rick Gates worked with Russian intelligence agent during the campaign, according to documents fil… https://t.co/9yFcr8CVoQ",@CBSNews
255,0.0,Wed Mar 28 14:15:01 +0000 2018,1.0,0.0,0.0,"Two airline pilots traveling over Arizona claim they were passed by a UFO while flying at over 30,000 feet in the a… https://t.co/fkJioSzsY4",@CBSNews
