,Compound,Date,Negative,Neutral,Positive,Text,User
256,-0.34,Wed Mar 28 14:00:25 +0000 2018,0.902,0.098,0.0,"This car accidentally ended up in a swimming pool when a mom who thought she put it in park got out, leaving her hu… https://t.co/HblpcrosDd",@CBSNews
257,0.0,Wed Mar 28 13:45:01 +0000 2018,1.0,0.0,0.0,"Stormy Daniels, who claims she had a sexual encounter with President Trump, will make an appearance at a D.C. strip… https://t.co/X6anFUTgvB",@CBSNews
258,0.0,Wed Mar 28 13:30:30 +0000 2018,1.0,0.0,0.0,A former Disney Channel star now has a job in the White House. https://t.co/Xfmq1Hvj0d,@CBSNews
259,-0.5994,Wed Mar 28 13:15:01 +0000 2018,0.83,0.17,0.0,"Frontman of Eagles of Death Metal calls out survivors of the Florida school massacre, using his experience as a sho… https://t.co/a3kCTmFOyt",@CBSNews
260,0.5994,Wed Mar 28 13:00:02 +0000 2018,0.776,0.0,0.224,"President Trump says there is a ""good chance"" North Korean leader Kim Jong Un will do ""what is right""… https://t.co/vdVMKZlAVe",@CBSNews
261,0.25,Wed Mar 28 12:45:06 +0000 2018,0.9,0.0,0.1,Jewelry designer Kendra Scott believes she's living the American dream. She is a college dropout who became an entr… https://t.co/gISgvU7a4Y,@CBSNews
262,0.0772,Wed Mar 28 12:43:56 +0000 2018,0.939,0.0,0.061,"RT @CBSThisMorning: .@Lyft co-founder @johnzimmer says he occasionally drives for Lyft so he can ""learn the challenges of being a driver on…",@CBSNews
263,0.0,Wed Mar 28 12:43:25 +0000 2018,1.0,0.0,0.0,COMING UP on @CBSThisMorning: Jewelry designer @KendraScott started her billion-dollar business by taking handmade… https://t.co/3w5s4OAsVF,@CBSNews
264,0.0,Wed Mar 28 12:39:09 +0000 2018,1.0,0.0,0.0,"Author Ross Douthat joins @CBSThisMorning to discuss his new book ""To Change the Church"" about the controversy over… https://t.co/vPhubFlk8A",@CBSNews
265,0.0,Wed Mar 28 12:35:59 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/b13njtFQkL,@CBSNews
266,-0.34,Wed Mar 28 12:30:01 +0000 2018,0.882,0.118,0.0,Wisconsin high school students marching for gun reform are expected to finish a 50-mile journey to House Speaker Pa… https://t.co/64fdcQiPjg,@CBSNews
267,-0.4137,Wed Mar 28 12:21:08 +0000 2018,0.901,0.099,0.0,"RT @CBSThisMorning: How did we get here? Could this all have been avoided? 

""Yes... I lay all of this at the feet of Michael Cohen, from t…",@CBSNews
268,-0.3612,Wed Mar 28 12:18:47 +0000 2018,0.872,0.128,0.0,The president of ride-sharing company Lyft says the deadly collision involving an Uber self-driving SUV could have… https://t.co/8rSCnwmloG,@CBSNews
269,0.5267,Wed Mar 28 12:15:01 +0000 2018,0.784,0.0,0.216,"Stormy Daniels lawyer Michael Avenatti says his motion to depose President Trump is ""well supported"" by law… https://t.co/DkLwSNAOFt",@CBSNews
270,-0.34,Wed Mar 28 12:09:43 +0000 2018,0.882,0.118,0.0,Wisconsin high school students marching for gun reform are expected to finish a 50-mile journey this morning. The 4… https://t.co/4wYCr8dbXR,@CBSNews
271,0.0,Wed Mar 28 12:05:44 +0000 2018,1.0,0.0,0.0,Stormy Daniels' attorney Michael Avenatti filed a motion asking a federal judge for permission to question Presiden… https://t.co/AXjEJJtnB5,@CBSNews
272,0.4215,Wed Mar 28 12:05:01 +0000 2018,0.851,0.0,0.149,Facebook says it is overhauling its privacy controls to make them easier to use amid backlash:… https://t.co/fES0CwGzy4,@CBSNews
273,0.0,Wed Mar 28 11:53:06 +0000 2018,1.0,0.0,0.0,Here’s a look at some of this morning’s other headlines on @CBSThisMorning https://t.co/RmBbo4VUFD,@CBSNews
274,0.296,Wed Mar 28 11:47:51 +0000 2018,0.901,0.0,0.099,AHEAD on @CBSThisMorning: The president of Lyft will be in Studio 57 to share what’s next for his company’s driverl… https://t.co/TvuMjhnh2a,@CBSNews
275,0.4588,Wed Mar 28 11:45:27 +0000 2018,0.85,0.0,0.15,"WATCH: A U.S. Navy submarine makes a grand entrance in the Arctic Ocean, emerging through thick ice during a traini… https://t.co/Lr0LG4IEVU",@CBSNews
276,-0.6249,Wed Mar 28 11:44:56 +0000 2018,0.661,0.26,0.079,"Couple sues University Hospitals after losing their ""only chances"" in fertility clinic failure in which 4,000 eggs… https://t.co/sJSmgLY87s",@CBSNews
277,-0.7964,Wed Mar 28 11:43:41 +0000 2018,0.633,0.367,0.0,"An abandoned Chinese space station is hurtling out-of-control toward earth, and could crash this weekend. Scientist… https://t.co/Lnll3mh7ch",@CBSNews
278,0.0,Wed Mar 28 11:39:34 +0000 2018,1.0,0.0,0.0,"A Chinese space station the size of a bus is expected to fall to earth this weekend. Ahead on @CBSThisMorning, how… https://t.co/0o8AuHRZCR",@CBSNews
279,-0.7506,Wed Mar 28 11:35:47 +0000 2018,0.72,0.28,0.0,Human error may be to blame for the loss of thousands of embryos and eggs at a fertility clinic outside of Clevelan… https://t.co/ZK9Du3BR08,@CBSNews
280,-0.34,Wed Mar 28 11:33:36 +0000 2018,0.888,0.112,0.0,Michigan State University is moving to fire the ex-boss of former USA Gymnastics doctor Larry Nassar. Dr. William S… https://t.co/0qsNGK3fXS,@CBSNews
281,0.0,Wed Mar 28 11:32:44 +0000 2018,1.0,0.0,0.0,"Here are three things you should know this morning:
1⃣@POTUS suggests Pentagon fund wall
2⃣Tech stocks tumble
3⃣New… https://t.co/cytP6a7Lnd",@CBSNews
282,0.0,Wed Mar 28 11:30:01 +0000 2018,1.0,0.0,0.0,New activity detected at North Korea nuclear site as President Trump prepares for a summit with Kim Jong Un in the… https://t.co/YzvVwEpmb8,@CBSNews
283,-0.0258,Wed Mar 28 11:22:15 +0000 2018,0.759,0.122,0.118,Facebook announced what it calls a major overhaul to its privacy features. The changes make it easier to block apps… https://t.co/wyj4tmRTOr,@CBSNews
284,0.2924,Wed Mar 28 11:21:11 +0000 2018,0.892,0.0,0.108,Prosecutors in Louisiana said Tuesday that two Baton Rouge police officers will not be prosecuted for shooting and… https://t.co/8oqqK4tqYU,@CBSNews
285,-0.5719,Wed Mar 28 11:20:33 +0000 2018,0.829,0.171,0.0,Anger over the deadly police shooting of an unarmed black man in Sacramento is intensifying. Hundreds of protesters… https://t.co/pRwSS7rkoG,@CBSNews
286,0.1027,Wed Mar 28 11:19:38 +0000 2018,0.931,0.0,0.069,The Trump administration says it reached a new trade deal with South Korea. The bilateral trade deal is Pres. Trump… https://t.co/8HngfoRIrq,@CBSNews
287,0.0,Wed Mar 28 11:17:59 +0000 2018,1.0,0.0,0.0,The White House says it was not told about North Korean leader Kim Jong Un's secret visit to China until after it h… https://t.co/Ozt74TXhyF,@CBSNews
288,0.0,Wed Mar 28 11:17:40 +0000 2018,1.0,0.0,0.0,"“I think we would consider [a settlement], I would converse with my client. It would depend on the terms of a settl… https://t.co/KPHaLCwD1W",@CBSNews
289,-0.3869,Wed Mar 28 11:15:20 +0000 2018,0.786,0.145,0.069,.@AnthonyMasonCBS: Michael Cohen's spokesperson called this a reckless use of the legal system and went on to say ‘… https://t.co/dNEsS0zLyY,@CBSNews
290,-0.296,Wed Mar 28 11:15:00 +0000 2018,0.855,0.145,0.0,"A woman accused of running a multimillion-dollar pot ""fortress"" sues the city of San Bernardino… https://t.co/lAM1btcrup",@CBSNews
291,0.6369,Wed Mar 28 11:10:57 +0000 2018,0.735,0.0,0.265,"“The motion is not crazy... What we want is the truth. We want to know the truth about what the president knew, whe… https://t.co/vsYr5Wcfc8",@CBSNews
292,0.0,Wed Mar 28 11:07:57 +0000 2018,1.0,0.0,0.0,"Stormy Daniels' attorney, Michael Avenatti, filed a motion asking a federal judge for permission to question Presid… https://t.co/bRhHeX5Fni",@CBSNews
293,0.0,Wed Mar 28 11:06:03 +0000 2018,1.0,0.0,0.0,"Stormy Daniels is now trying to force Pres. Trump to answer questions under oath. Her attorney, Michael Avenatti, f… https://t.co/Zoh4ru8K7v",@CBSNews
294,0.0772,Wed Mar 28 11:00:02 +0000 2018,0.949,0.0,0.051,"After six years of seclusion, North Korean leader Kim Jong Un seems to want to get out and see the world. Is he on… https://t.co/GmCuemGL0J",@CBSNews
295,-0.34,Wed Mar 28 10:41:02 +0000 2018,0.882,0.118,0.0,Spring training came to a repulsive end at Dodger Stadium: a foul-smelling leak spilled sewage onto the field in th… https://t.co/HRhRFi2xRh,@CBSNews
296,0.0,Wed Mar 28 10:30:01 +0000 2018,1.0,0.0,0.0,"Stormy Daniels' lawyer @MichaelAvenatti files motion in California federal court, seeking to depose President Trump… https://t.co/6fuAhEsDub",@CBSNews
297,0.0,Wed Mar 28 10:26:15 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: THIS MORNING: 
🔜@MichaelAvenatti discusses motion to depose President Trump and his lawyer
🔜@rikkijklieman on latest mo…",@CBSNews
298,0.0,Wed Mar 28 10:20:01 +0000 2018,1.0,0.0,0.0,Stormy Daniels' attorney Michael Avenatti asked a federal judge this morning for permission to depose President Tru… https://t.co/XSrL0ytdfY,@CBSNews
299,0.0,Wed Mar 28 10:15:14 +0000 2018,1.0,0.0,0.0,Ahead on @CBSThisMorning: @GayleKing sits down with jewelry designer @KendraScott to discuss how she turned $500 in… https://t.co/wHQpFh0ZMZ,@CBSNews
300,0.296,Thu Mar 29 01:11:09 +0000 2018,0.885,0.0,0.115,.@CRTV host and Army veteran @GrahamAllen_1 said Wednesday that the rights and freedoms American citizens have are… https://t.co/62KkdMYYkA,@FOXNews
301,0.0,Thu Mar 29 01:10:32 +0000 2018,1.0,0.0,0.0,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls https://t.co/B8dGrk2ZYu",@FOXNews
302,-0.3612,Thu Mar 29 00:58:43 +0000 2018,0.759,0.131,0.11,".@jmpalmieri on Dem views: ""Congress is broken, it does not react to what the people want. The people want immigrat… https://t.co/dVWmVHfYrY",@FOXNews
303,-0.6124,Thu Mar 29 00:54:24 +0000 2018,0.615,0.275,0.111,Mother of Hostage Killed By ISIS: 'There Was No One Whose Job It Was to Help Us' https://t.co/m6sQVkLIsD,@FOXNews
304,-0.0572,Thu Mar 29 00:48:29 +0000 2018,0.925,0.075,0.0,.@TuckerCarlson Debates CA Immigration Law: 'Is There Anything You Won't Make an Excuse For?' #Tucker https://t.co/KVqJZjZJiC,@FOXNews
305,0.0,Thu Mar 29 00:45:17 +0000 2018,1.0,0.0,0.0,".@lizpeek: Census 2020 – Liberals, get over it, we must ask about citizenship! https://t.co/SLwgSHWJHB",@FOXNews
306,0.4404,Thu Mar 29 00:40:41 +0000 2018,0.838,0.0,0.162,".@dbongino on the Second Amendment: ""Liberalism is easy to understand, it's everywhere...To actually understand con… https://t.co/2kGec95E96",@FOXNews
307,0.0,Thu Mar 29 00:38:00 +0000 2018,1.0,0.0,0.0,Kansas City Royals' Salvador Perez sprains knee ligament carrying luggage https://t.co/75uYNzgZRh,@FOXNews
308,0.0,Thu Mar 29 00:25:05 +0000 2018,1.0,0.0,0.0,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls  https://t.co/CGvSxjwWJe",@FOXNews
309,-0.8271,Thu Mar 29 00:19:15 +0000 2018,0.628,0.372,0.0,Outrage grows over police killing of Stephon Clark in Sacramento: '20 shots over a cellphone' https://t.co/hEE53tqepb,@FOXNews
310,-0.7645,Thu Mar 29 00:12:59 +0000 2018,0.721,0.279,0.0,"Jonathan Turley on alleged FISA abuse: ""People have a really low expectation of their government now and that's a r… https://t.co/IK1yLPukE3",@FOXNews
311,-0.8074,Thu Mar 29 00:09:20 +0000 2018,0.7,0.3,0.0,"Jonathan Turley on alleged FISA abuse: ""It's a dangerous combination to have a secret court that is based on a stan… https://t.co/woHLq1mtrn",@FOXNews
312,-0.9186,Thu Mar 29 00:06:22 +0000 2018,0.538,0.462,0.0,"BREAKING: Six children feared dead after SUV plunged off cliff in California; 2 women killed, investigators say https://t.co/eFCbVVTPr0",@FOXNews
313,0.296,Wed Mar 28 23:57:54 +0000 2018,0.804,0.0,0.196,#Trump shares photos of border wall construction on Twitter https://t.co/mfphYgzp2Z,@FOXNews
314,0.0,Wed Mar 28 23:42:34 +0000 2018,1.0,0.0,0.0,"China reminded Kim Jong Un who's boss during mysterious Beijing meeting, experts say https://t.co/JCbEJzedWH",@FOXNews
315,-0.2023,Wed Mar 28 23:29:54 +0000 2018,0.87,0.13,0.0,.@gen_jackkeane: “@POTUS’ administration has confronted Russia more than his predecessors have.” #TheStory https://t.co/ZR9hTcXef3,@FOXNews
316,0.25,Wed Mar 28 23:25:22 +0000 2018,0.734,0.11,0.156,".@LibertyU shows off its new multimillion-dollar gun range. Liberty, which already allows students to have guns in… https://t.co/FoSrzLgrgp",@FOXNews
317,-0.7184,Wed Mar 28 23:22:08 +0000 2018,0.647,0.353,0.0,Al Qaeda leader killed by drone strike in Libya identified by Pentagon https://t.co/LGrWmbwVP3,@FOXNews
318,-0.3612,Wed Mar 28 23:15:41 +0000 2018,0.848,0.152,0.0,".@CharlesHurt: “Without a doubt, I don’t think anybody can question [Rear Adm. Ronny Jackson’s] qualifications, and… https://t.co/eH1Ns3Shv7",@FOXNews
319,-0.25,Wed Mar 28 23:06:05 +0000 2018,0.857,0.143,0.0,"Charles Lane on @POTUS replacing Shulkin as VA secretary: ""It's a strange irony that these are the people that our… https://t.co/oj2CIlxQZG",@FOXNews
320,0.0,Wed Mar 28 22:51:12 +0000 2018,1.0,0.0,0.0,".@ByronYork on replacing Shulkin as VA secretary: ""It simply didn't work out and [helping veterans] really was one… https://t.co/gZfruPSh9N",@FOXNews
321,0.0,Wed Mar 28 22:44:16 +0000 2018,1.0,0.0,0.0,"Former Trump administration officials, from Comey to Shulkin https://t.co/qU3TvgVoW4 https://t.co/70SSvYShgs",@FOXNews
322,0.0,Wed Mar 28 22:34:10 +0000 2018,1.0,0.0,0.0,"On ""Your World"" with @TeamCavuto, Joe Piscopo discussed the #Roseanne reboot and the main character,… https://t.co/x5TPpZ6kWh",@FOXNews
323,0.0,Wed Mar 28 22:26:08 +0000 2018,0.732,0.134,0.134,"NASDAQ closes lower as @amazon, @tesla shares fall. @DeirdreBolton has the story. #SpecialReport… https://t.co/HUYxodz5ue",@FOXNews
324,0.0,Wed Mar 28 22:21:43 +0000 2018,1.0,0.0,0.0,"Documents suggest possible coordination between CIA, FBI, Obama WH and Dem officials early in Trump-Russia probe: i… https://t.co/gwVHgDWYSe",@FOXNews
325,0.4019,Wed Mar 28 22:14:42 +0000 2018,0.803,0.0,0.197,.@DonaldJTrumpJr tweets his support for 'Roseanne' while skewering late night hosts https://t.co/nlwFyAYm46,@FOXNews
326,0.0,Wed Mar 28 22:10:07 +0000 2018,1.0,0.0,0.0,.@POTUS to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary in latest White House shuffl… https://t.co/SsyE24xZwa,@FOXNews
327,0.4466,Wed Mar 28 22:08:13 +0000 2018,0.853,0.0,0.147,WARRIORS HELPING WARRIORS: @paws4prplhearts is bringing veterans and dogs together to not only get the dogs trained… https://t.co/ExsSRY1g4t,@FOXNews
328,0.0,Wed Mar 28 22:00:35 +0000 2018,1.0,0.0,0.0,Who is David Shulkin? 3 things to know about Trump's former secretary of Veterans Affairs https://t.co/a2A06xE4Xf,@FOXNews
329,0.0,Wed Mar 28 21:56:32 +0000 2018,1.0,0.0,0.0,.@kimguilfoyle: “I think this is an example of @POTUS…winning.” #TheFive https://t.co/UkisT39CJh,@FOXNews
330,0.0,Wed Mar 28 21:48:40 +0000 2018,1.0,0.0,0.0,.@greggutfeld: 'Roseanne' Reboot Replaced 'Demonization with Dialogue' https://t.co/IZiHF0NsFI,@FOXNews
331,0.0,Wed Mar 28 21:41:27 +0000 2018,1.0,0.0,0.0,BREAKING: #Trump to replace David Shulkin with Adm. Ronny Jackson as Veterans Affairs secretary… https://t.co/Zpv9UbPnB1,@FOXNews
332,0.4939,Wed Mar 28 21:27:07 +0000 2018,0.738,0.0,0.262,"Surgeons amazed after removing over 2,000 gallstones from woman https://t.co/YEuOWzC7N5",@FOXNews
333,0.0,Wed Mar 28 21:12:19 +0000 2018,1.0,0.0,0.0,Judge rules suit against #Trump over foreign gifts can move forward https://t.co/kqi3Awd4i7,@FOXNews
334,-0.0516,Wed Mar 28 21:03:39 +0000 2018,0.777,0.117,0.107,Combat Vet on Calls for 2nd Amendment Repeal: 'Our Rights and Freedoms Are Not Up for Debate' https://t.co/MwTbOAnoVt,@FOXNews
335,-0.0516,Wed Mar 28 20:56:39 +0000 2018,0.902,0.098,0.0,Arizona police department mounts AR-15 rifles on backs of some motorcycles https://t.co/a2fWHRGqio,@FOXNews
336,-0.6124,Wed Mar 28 20:53:33 +0000 2018,0.714,0.286,0.0,"Orange County, CA Supervisor Called a 'Racist B----' Amid Sanctuary Controversy https://t.co/DuYJZxGpQR",@FOXNews
337,0.3182,Wed Mar 28 20:44:41 +0000 2018,0.867,0.0,0.133,.@POTUS secures trade deal with South Korea ahead of potential meeting with North Korea. @TeamCavuto https://t.co/vnBI3EkS6F,@FOXNews
338,0.0,Wed Mar 28 20:35:08 +0000 2018,1.0,0.0,0.0,TUNE IN to the latest #HemmerTime podcast with @BillHemmer and @CardinalDolan on the sanctity of silence.… https://t.co/UiBHKAFFli,@FOXNews
339,0.0,Wed Mar 28 20:25:04 +0000 2018,0.614,0.193,0.193,".@WhiteHouse: No pardons under consideration for Manafort, Flynn https://t.co/qJj0aB6rST",@FOXNews
340,-0.7096,Wed Mar 28 20:19:22 +0000 2018,0.67,0.33,0.0,"'ACLU effect' is to blame for Chicago's sharp rise in crime, study says https://t.co/MFbLymBU9l",@FOXNews
341,-0.6486,Wed Mar 28 20:14:45 +0000 2018,0.719,0.281,0.0,"Driver leaves 1 dead, others in life-threatening condition in San Francisco hit-and-run https://t.co/OJtSdht8Ut",@FOXNews
342,-0.7269,Wed Mar 28 20:14:44 +0000 2018,0.663,0.337,0.0,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/mVV8pTl1BA,@FOXNews
343,-0.4215,Wed Mar 28 20:08:00 +0000 2018,0.872,0.128,0.0,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say https://t.co/jXKlozKkTP",@FOXNews
344,-0.7184,Wed Mar 28 20:00:03 +0000 2018,0.647,0.353,0.0,Al Qaeda leader killed by drone strike in Libya identified by Pentagon https://t.co/PNQIv22Spy,@FOXNews
345,0.0,Wed Mar 28 19:50:00 +0000 2018,1.0,0.0,0.0,https://t.co/Sd20aLiHZ9,@FOXNews
346,-0.34,Wed Mar 28 19:41:41 +0000 2018,0.789,0.211,0.0,Largest Christian university opens 'sophisticated' gun range for students https://t.co/vJShCwR0dP,@FOXNews
347,-0.5574,Wed Mar 28 19:27:55 +0000 2018,0.769,0.231,0.0,"DOJ Inspector General investigates alleged FISA abuses by DOJ, FBI - via @brookefoxnews

https://t.co/I6X1UxpkK7",@FOXNews
348,0.0,Wed Mar 28 19:18:38 +0000 2018,1.0,0.0,0.0,Driver hits 5 people in San Francisco; 4 in life-threatening condition https://t.co/r8LQDk8aYm,@FOXNews
349,-0.7269,Wed Mar 28 19:13:59 +0000 2018,0.663,0.337,0.0,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/rf9gi0WpSh,@FOXNews
350,0.0,Wed Mar 28 19:08:48 +0000 2018,1.0,0.0,0.0,"Menendez kicks off re-election bid, slams Trump on immigration https://t.co/rfEeEigw7V",@FOXNews
351,-0.6249,Wed Mar 28 19:04:23 +0000 2018,0.83,0.17,0.0,"Scott Gottlieb on opioid crisis: ""If you go back 15 years ago, we didn't recognize how addictive these products cou… https://t.co/VUoz7OWouJ",@FOXNews
352,0.0,Wed Mar 28 18:58:55 +0000 2018,1.0,0.0,0.0,.@marcthiessen: @realDonaldTrump Must Look Kim 'In the Eye' and Show He's Different From His Predecessors https://t.co/4AGOzpqn6A,@FOXNews
353,0.0,Wed Mar 28 18:57:49 +0000 2018,1.0,0.0,0.0,"Adm. Robert Natter on denuclearizing NoKo: ""The reality is that both sides have to sit down and we need to get clea… https://t.co/3Yy4WJPqly",@FOXNews
354,0.3612,Wed Mar 28 18:55:02 +0000 2018,0.857,0.0,0.143,"Adm. Robert Natter on denuclearizing NoKo: ""We've got long-standing relationships with nations like Japan...we have… https://t.co/4Q5FMGcRq8",@FOXNews
355,0.0,Wed Mar 28 18:50:58 +0000 2018,1.0,0.0,0.0,".@jmpalmieri on 2016 election: ""We ran [@HillaryClinton] as the female facsimile of the qualities we look for in a… https://t.co/XY0nSpFZeR",@FOXNews
356,0.0,Wed Mar 28 18:42:18 +0000 2018,1.0,0.0,0.0,.@PressSec on the 2020 census citizenship question: “The goal is to have data that we can use for specific things.” https://t.co/bETu1MlNOF,@FOXNews
357,0.5994,Wed Mar 28 18:38:47 +0000 2018,0.795,0.0,0.205,".@PressSec on North Korea: “We’re going to be cautiously optimistic, but we feel like things are moving in the righ… https://t.co/VGEmz7BLOg",@FOXNews
358,0.3818,Wed Mar 28 18:34:14 +0000 2018,0.833,0.0,0.167,.@PressSec: “Certainly we want to make sure that all law enforcement is carrying out the letter of the law.” https://t.co/Xfz1l0JFxB,@FOXNews
359,0.5719,Wed Mar 28 18:21:23 +0000 2018,0.821,0.0,0.179,".@PressSec: “Following on the success of tax reform, infrastructure is the next piece of the president’s successful… https://t.co/MsC6NjCAnT",@FOXNews
360,-0.4404,Wed Mar 28 18:18:24 +0000 2018,0.588,0.282,0.129,".@PressSec: “According to market watch, hiring is strong, unemployment is low, and recent tax cuts are putting more… https://t.co/mAUmwgxFNW",@FOXNews
361,0.0,Wed Mar 28 18:11:49 +0000 2018,1.0,0.0,0.0,WATCH: @PressSec Sarah Sanders holds @WhiteHouse briefing. https://t.co/gIkWDO6mtg,@FOXNews
362,0.0,Wed Mar 28 17:57:33 +0000 2018,1.0,0.0,0.0,Cherry Tree buds are silhouetted against the morning sky near the Washington Monument. https://t.co/7DSTvTAwI7,@FOXNews
363,0.1779,Wed Mar 28 17:45:30 +0000 2018,0.855,0.0,0.145,Amazon discovery: 'Uninhabited' areas were once home to a million people https://t.co/eJuHVIgsmm,@FOXNews
364,0.0,Wed Mar 28 17:35:20 +0000 2018,1.0,0.0,0.0,Awaiting @WhiteHouse briefing https://t.co/21PSZF6K58,@FOXNews
365,-0.3818,Wed Mar 28 17:29:13 +0000 2018,0.822,0.178,0.0,'Your State Is a Sanctuary Disaster': Ingraham Battles CA Dem Over Census Backlash https://t.co/OHFDYobx1S,@FOXNews
366,-0.34,Wed Mar 28 17:13:33 +0000 2018,0.844,0.156,0.0,"Warning, graphic content: Utah trooper knocked into the air by out-of-control car https://t.co/2qaytnyQtr https://t.co/EPu1yo3TJH",@FOXNews
367,0.0,Wed Mar 28 17:05:15 +0000 2018,1.0,0.0,0.0,"OPINION: Liz Peek: Census 2020 – Liberals, get over it, we must ask about citizenship! https://t.co/nxlRNKOkm7",@FOXNews
368,-0.34,Wed Mar 28 16:53:32 +0000 2018,0.833,0.167,0.0,Where does Trump stand on gun control? A look at the president's views https://t.co/uLRWPrmMM6,@FOXNews
369,0.0,Wed Mar 28 16:40:00 +0000 2018,1.0,0.0,0.0,'Deadly' scorpion sighting on English street turns out to be child's toy (via @travfed) https://t.co/CUS1soWaVV,@FOXNews
370,0.2023,Wed Mar 28 16:39:13 +0000 2018,0.904,0.0,0.096,.@adrienneelrod on @POTUS: “I think it's important that there is dialogue here...He cannot conduct diplomacy via Tw… https://t.co/XtPWeTkqxD,@FOXNews
371,0.0772,Wed Mar 28 16:31:19 +0000 2018,0.925,0.0,0.075,.@TomiLahren: You’d be surprised...just how many conservatives and Americans live in California that want the laws… https://t.co/8Z1o9pxhnQ,@FOXNews
372,0.0,Wed Mar 28 16:25:24 +0000 2018,1.0,0.0,0.0,RT @FoxBusiness: 4 tips on protecting your online footprint https://t.co/49DQiUufxF,@FOXNews
373,0.0772,Wed Mar 28 16:19:00 +0000 2018,0.909,0.0,0.091,We want Zuckerberg: UK lawmakers urge embattled Facebook CEO to appear before them https://t.co/zbaLR1L8qr,@FOXNews
374,0.0,Wed Mar 28 16:16:32 +0000 2018,1.0,0.0,0.0,'Roseanne's' pro-Trump reboot draws massive audience for politically-charged premiere https://t.co/U8bTJOXK7W,@FOXNews
375,-0.3182,Wed Mar 28 16:15:03 +0000 2018,0.769,0.142,0.089,".@KatiePavlich: “When you commit a crime as a U.S. citizen, you don’t get to decide when you get to evade law enfor… https://t.co/IaLWHqcZNo",@FOXNews
376,-0.5994,Wed Mar 28 16:10:54 +0000 2018,0.692,0.308,0.0,".@SouthwestAir ignored boy's peanut allergy on flight, causing severe reaction, family claims https://t.co/849xkndjLT",@FOXNews
377,-0.5574,Wed Mar 28 16:02:56 +0000 2018,0.795,0.205,0.0,"'We Must Follow the Law': CA County Publishes Release Times of Inmates, Illegal Immigrants https://t.co/OEqOUmd1zc",@FOXNews
378,-0.4404,Wed Mar 28 15:58:48 +0000 2018,0.791,0.209,0.0,"Facebook data scandal prompts redesign of settings, privacy pages https://t.co/sJ2cWVYU0W (via @christocarbone)",@FOXNews
379,0.0,Wed Mar 28 15:57:44 +0000 2018,1.0,0.0,0.0,RT @FoxBusiness: Ford says Trump tariffs a financial headwind and will be passed on to consumer https://t.co/lFLIZvyTWm,@FOXNews
380,-0.4995,Wed Mar 28 15:57:26 +0000 2018,0.548,0.294,0.158,RT @FoxBusiness: US 4Q GDP growth revised up to 2.9% https://t.co/RPZLZqvjDO,@FOXNews
381,0.0,Wed Mar 28 15:57:21 +0000 2018,1.0,0.0,0.0,"Mueller: Rick Gates communicated with person connected to Russian intel service in 2016  - via @brookefoxnews 
https://t.co/802WjBIlWi",@FOXNews
